schema,table,index_name,columns,is_unique,is_primary,index_type
pg_toast,pg_toast_1213,pg_toast_1213_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1247,pg_toast_1247_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1255,pg_toast_1255_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1260,pg_toast_1260_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1262,pg_toast_1262_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_13460,pg_toast_13460_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_13465,pg_toast_13465_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_13470,pg_toast_13470_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_13475,pg_toast_13475_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1417,pg_toast_1417_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_1418,pg_toast_1418_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2328,pg_toast_2328_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2396,pg_toast_2396_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2600,pg_toast_2600_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2604,pg_toast_2604_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2606,pg_toast_2606_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2609,pg_toast_2609_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2612,pg_toast_2612_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2615,pg_toast_2615_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2618,pg_toast_2618_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2619,pg_toast_2619_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2620,pg_toast_2620_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_2964,pg_toast_2964_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3079,pg_toast_3079_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3118,pg_toast_3118_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3256,pg_toast_3256_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3350,pg_toast_3350_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3381,pg_toast_3381_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3394,pg_toast_3394_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3429,pg_toast_3429_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3456,pg_toast_3456_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3466,pg_toast_3466_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3592,pg_toast_3592_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3596,pg_toast_3596_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_3600,pg_toast_3600_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_49611,pg_toast_49611_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_6000,pg_toast_6000_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_6100,pg_toast_6100_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_6106,pg_toast_6106_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_6243,pg_toast_6243_index,"chunk_id,chunk_seq",True,True,btree
pg_toast,pg_toast_826,pg_toast_826_index,"chunk_id,chunk_seq",True,True,btree
public,goose_db_version,goose_db_version_pkey,id,True,True,btree
public,rebate_accruals,idx_rebate_accruals_created_at,created_at,False,False,btree
public,rebate_accruals,idx_rebate_accruals_pending_settlement,"user_id,wallet_id",False,False,btree
public,rebate_accruals,idx_rebate_accruals_settlement_id,settlement_id,False,False,btree
public,rebate_accruals,idx_rebate_accruals_status,status,False,False,btree
public,rebate_accruals,idx_rebate_accruals_user_id,user_id,False,False,btree
public,rebate_accruals,rebate_accruals_pkey,id,True,True,btree
public,rebate_accruals,uq_rebate_accruals_deal_user,"deal_id,user_id",True,False,btree
public,rebate_distributions,idx_rebate_dist_beneficiary_user_id,beneficiary_user_id,False,False,btree
public,rebate_distributions,idx_rebate_dist_beneficiary_wallet_id,beneficiary_wallet_id,False,False,btree
public,rebate_distributions,idx_rebate_dist_created_at,created_at,False,False,btree
public,rebate_distributions,idx_rebate_dist_deal_id,deal_id,False,False,btree
public,rebate_distributions,idx_rebate_dist_executor_user_id,executor_user_id,False,False,btree
public,rebate_distributions,idx_rebate_dist_mt5_account_id,mt5_account_id,False,False,btree
public,rebate_distributions,idx_rebate_dist_platform,platform,False,False,btree
public,rebate_distributions,idx_rebate_dist_rebate_line_id,rebate_line_id,False,False,btree
public,rebate_distributions,idx_rebate_dist_symbol,symbol,False,False,btree
public,rebate_distributions,idx_rebate_dist_trade_ref,trade_reference,False,False,btree
public,rebate_distributions,rebate_distributions_pkey,id,True,True,btree
public,rebate_distributions,uq_rebate_dist_deal_beneficiary,"deal_id,beneficiary_user_id",True,False,btree
public,rebate_earnings,rebate_earnings_pkey,id,True,True,btree
public,rebate_earnings,uq_rebate_earnings_user_id,user_id,True,False,btree
public,rebate_settlements,idx_rebate_settlements_created_at,created_at,False,False,btree
public,rebate_settlements,idx_rebate_settlements_status,status,False,False,btree
public,rebate_settlements,idx_rebate_settlements_transaction_id,transaction_id,True,False,btree
public,rebate_settlements,idx_rebate_settlements_user_id,user_id,False,False,btree
public,rebate_settlements,rebate_settlements_pkey,id,True,True,btree
public,wallet_transactions,idx_wallet_txn_created_at,created_at,False,False,btree
public,wallet_transactions,idx_wallet_txn_event_type,event_type,False,False,btree
public,wallet_transactions,idx_wallet_txn_psp_detail,psp_detail_id,False,False,btree
public,wallet_transactions,idx_wallet_txn_reference,"reference_type,reference_id",False,False,btree
public,wallet_transactions,idx_wallet_txn_status,status,False,False,btree
public,wallet_transactions,idx_wallet_txn_transaction_id,transaction_id,False,False,btree
public,wallet_transactions,idx_wallet_txn_type,transaction_type,False,False,btree
public,wallet_transactions,idx_wallet_txn_user_created,"user_id,created_at",False,False,btree
public,wallet_transactions,idx_wallet_txn_wallet_id,wallet_id,False,False,btree
public,wallet_transactions,uq_wallet_txn_reference,"reference_type,reference_id",True,False,btree
public,wallet_transactions,wallet_transactions_pkey,id,True,True,btree
